Name,Length
ENSMUST00000106303,576
ENSMUST00000355636,352
ENSMUST00000122370,288
ENSMUST00000059199,2508
ENSMUST00000139118,2405
ENSMUST00000205429,172
ENSMUST00000136123,1298
ENSMUST00000106300,1015
ENSMUST00000148483,1302
ENSMUST00000135886,2732
ENSMUST00000126756,338
ENSMUST00000129038,492
ENSMUST00000206354,955
ENSMUST000000533921,3621
ENSMUST00000106299,1417
ENSMUST00000350300,1420
ENSMUST00000147487,1149
ENSMUST00000241464,1549
ENSMUST00000144796,1778
ENSMUST00000350301,1103
ENSMUST00000350302,1247
ENSMUST00000350305,327
ENSMUST00000350306,321
ENSMUST00000350304,427
ENSMUST00000205704,1402
ENSMUST00000128805,639
ENSMUST00000106292,2175
ENSMUST00000133817,450
ENSMUST00000133938,656
ENSMUST00000147202,468
ENSMUST00000206118,1656
ENSMUST000000330950,2402
ENSMUST00000142532,1049
ENSMUST00000132819,709
ENSMUST00000132124,944
ENSMUST00000206915,653
ENSMUST00000350515,372
ENSMUST00000247191,476
ENSMUST00000350645,453
ENSMUST00000330298,518
ENSMUST00000205432,4166
ENSMUST00000206394,2961
ENSMUST00000206980,517
ENSMUST00000048896,2650
ENSMUST00000205696,830
ENSMUST00000205803,761
ENSMUST00000206484,1090
ENSMUST00000205651,2627
ENSMUST00000205967,563
ENSMUST00000183486,137
ENSMUST00020182022,91
ENSMUST00000185351,2432
ENSMUST00000292147,1117
ENSMUST00000292148,1073
ENSMUST00000185401,2904
ENSMUST00000188124,2048
ENSMUST00000189136,1960
ENSMUST00000187442,513
ENSMUST00000189449,276
ENSMUST00000186672,4025
ENSMUST00000187164,4548
ENSMUST000000665822,4545
ENSMUST00000187040,10654
ENSMUST00000186759,598
ENSMUST00000190390,9633
ENSMUST00000186954,9345
ENSMUST00000189812,2033
ENSMUST00000189629,12746
ENSMUST00000206825,925
ENSMUST00000083325,130
ENSMUST00000190938,471
ENSMUST000000845631,1054
ENSMUST00000190278,587
ENSMUST00000129457,1426
ENSMUST00000146383,819
ENSMUST00000205633,755
ENSMUST00000151908,1918
ENSMUST00000033086,1570
ENSMUST00000121004,1840
ENSMUST00000154891,1722
ENSMUST00000138158,1246
ENSMUST00000206818,976
ENSMUST00000133621,834
ENSMUST00000149853,511
ENSMUST00000072155,2536
ENSMUST00000205839,521
ENSMUST00000206891,935
ENSMUST00000205850,873
ENSMUST00000206220,1036
ENSMUST00000205694,5279
ENSMUST00000033088,3906
ENSMUST00000206914,3735
ENSMUST00000206699,592
ENSMUST00000206724,622
ENSMUST00000206443,777
ENSMUST00000206057,430
ENSMUST00000191038,761
ENSMUST000000580382,6120
ENSMUST00000122066,5850
ENSMUST000000845640,5829
ENSMUST00000151107,583
ENSMUST00000134446,670
ENSMUST00000132524,215
ENSMUST00000131318,850
ENSMUST00000128731,823
ENSMUST00000152315,760
ENSMUST00000359507,667
ENSMUST00000359508,313
ENSMUST00000359509,1116
ENSMUST00000359504,596
ENSMUST00000359511,504
ENSMUST00000359510,634
ENSMUST00000359505,942
ENSMUST00000359506,694
ENSMUST00000206375,1173
ENSMUST00000106282,6235
ENSMUST00000205977,891
ENSMUST00000206200,479
ENSMUST00000207019,654
ENSMUST00000061468,1132
ENSMUST00000153277,785
ENSMUST00000144103,486
ENSMUST00000359652,532
ENSMUST00000246564,1870
ENSMUST00000247504,1092
ENSMUST00000205992,508
ENSMUST00000205284,972
ENSMUST00000103255,76
ENSMUST00000047393,1352
ENSMUST00000206997,528
ENSMUST00000206506,784
ENSMUST00000206073,450
ENSMUST00000205655,285
ENSMUST00000076091,1754
ENSMUST00000206038,1825
ENSMUST00000247525,2367
ENSMUST00000205689,448
ENSMUST00000186207,3178
ENSMUST00000189562,307
ENSMUST00000186116,3641
ENSMUST000000330814,3410
ENSMUST00000188580,2601
ENSMUST00000206893,3449
ENSMUST00000360796,206
ENSMUST00000118865,768
ENSMUST000000615873,1996
ENSMUST00000121504,2141
ENSMUST000000470754,6487
ENSMUST00000144406,916
ENSMUST00000126761,730
ENSMUST000000471573,5927
ENSMUST00000143951,315
ENSMUST00000141439,389
ENSMUST00000154987,5188
ENSMUST00000136823,536
ENSMUST00000315550,816
ENSMUST00000206516,2669
ENSMUST000000468632,1828
ENSMUST00000132702,1899
ENSMUST00000144748,2286
ENSMUST00000206674,531
ENSMUST00000106272,1725
ENSMUST00000125188,473
ENSMUST00000155005,710
ENSMUST00000206995,1000
ENSMUST00000124631,782
ENSMUST00000136597,809
ENSMUST00000139068,364
ENSMUST00000106271,1713
ENSMUST00000138432,288
ENSMUST00000106267,4536
ENSMUST00000156135,632
ENSMUST00000206297,1354
ENSMUST00000253552,634
ENSMUST00000253553,577
ENSMUST00000152310,897
ENSMUST000000330754,1456
ENSMUST00000121705,1316
ENSMUST00000138399,749
ENSMUST00000156537,778
ENSMUST00000138294,501
ENSMUST00000142849,659
ENSMUST00000123180,742
ENSMUST00000125861,546
ENSMUST00000318187,578
ENSMUST00000318186,856
ENSMUST00000317914,333
ENSMUST000000544152,5768
ENSMUST00000106263,3132
ENSMUST00000106261,2410
ENSMUST00000106262,3169
ENSMUST00000144721,626
ENSMUST00000150961,328
ENSMUST00000205364,2296
ENSMUST00000131000,2241
ENSMUST00000050383,6310
ENSMUST00000206340,6682
ENSMUST00000121394,2134
ENSMUST00000205300,1662
ENSMUST00000126662,2037
ENSMUST00000374807,451
ENSMUST00000374811,662
ENSMUST00000374809,444
ENSMUST00000374810,441
ENSMUST00000374808,525
ENSMUST00000033074,748
ENSMUST00000206053,606
ENSMUST00000119922,387
ENSMUST00000206633,709
ENSMUST000000710564,3405
ENSMUST00000146574,827
ENSMUST00000151451,934
ENSMUST00000124533,1792
ENSMUST00000206745,1702
ENSMUST00000206140,664
ENSMUST00000206068,724
ENSMUST00000316837,443
ENSMUST00000316838,374
ENSMUST00000316839,627
ENSMUST00000206071,1014
ENSMUST00000033070,1579
ENSMUST00000205357,723
ENSMUST00000206364,660
ENSMUST000000329880,1852
ENSMUST00000206124,1709
ENSMUST00000206568,795
ENSMUST00000153110,1016
ENSMUST00000152697,1052
ENSMUST00000118755,3028
ENSMUST000000940260,3061
ENSMUST00000156152,1132
ENSMUST00000141385,480
ENSMUST00000150591,1012
ENSMUST00000144192,176
ENSMUST00000329770,674
ENSMUST00000329774,352
ENSMUST00000329771,985
ENSMUST00000329772,955
ENSMUST00000329773,673
ENSMUST00000329775,510
ENSMUST00000329776,650
ENSMUST00000330091,355
ENSMUST000001062510,5536
ENSMUST000000776092,1831
ENSMUST00000137464,354
ENSMUST00000174196,2374
ENSMUST00000128851,4909
ENSMUST00000121616,1102
ENSMUST00000123151,2158
ENSMUST00000154843,600
ENSMUST00000155941,516
ENSMUST00000205261,1859
ENSMUST00000136289,600
ENSMUST00000174632,390
ENSMUST00000205351,2055
ENSMUST00000141997,761
ENSMUST00000172755,670
ENSMUST00000079045,2623
ENSMUST00000033056,3800
ENSMUST00000205594,493
ENSMUST00000205745,3330
ENSMUST00000206216,3262
ENSMUST00000126205,492
ENSMUST00000106248,2134
ENSMUST00000081042,1755
ENSMUST00000206996,156
ENSMUST00000206016,779
ENSMUST00000372695,570
ENSMUST00000206392,1140
ENSMUST00000082743,156
ENSMUST000000648214,4682
ENSMUST000001062420,4649
ENSMUST00000120355,3701
ENSMUST00000106240,3325
ENSMUST00000119696,338
ENSMUST00000156593,349
ENSMUST000000980150,4803
ENSMUST00000134694,477
ENSMUST00000205866,347
ENSMUST00000033053,4046
ENSMUST00000205460,1215
ENSMUST00000205408,352
ENSMUST00000206396,544
ENSMUST00000205579,900
ENSMUST000001062370,4105
ENSMUST000000330516,3965
ENSMUST00000177111,3845
ENSMUST00000177383,653
ENSMUST00000176249,404
ENSMUST00000206189,553
ENSMUST00000337742,430
ENSMUST00000205646,517
ENSMUST00000337743,361
ENSMUST00000337744,425
ENSMUST00000337745,525
ENSMUST00000337746,873
ENSMUST00000337748,1246
ENSMUST00000337747,1138
ENSMUST00000205522,1199
ENSMUST00000337749,456
ENSMUST00000033049,680
ENSMUST00000205621,1329
ENSMUST00000078816,3574
ENSMUST00000206509,396
ENSMUST00000044660,3834
ENSMUST00000164710,3788
ENSMUST000000706562,3026
ENSMUST00000169919,1317
ENSMUST00000167965,1746
ENSMUST00000168825,1585
ENSMUST00000163553,1993
ENSMUST00000165667,1812
ENSMUST00000166755,1966
ENSMUST00000171888,2044
ENSMUST00000205654,2005
ENSMUST00000206691,2120
ENSMUST00000170115,1287
ENSMUST00000146735,445
ENSMUST00000118169,2277
ENSMUST00000205720,1745
ENSMUST00000206909,778
ENSMUST00000142841,830
ENSMUST000000330451,940
ENSMUST00000153418,438
ENSMUST00000136345,329
ENSMUST00000171335,771
ENSMUST00000137038,510
ENSMUST00000206716,1148
ENSMUST00000206703,756
ENSMUST00000147091,2513
ENSMUST000000330446,2627
ENSMUST00000155177,1921
ENSMUST00000154003,3302
ENSMUST00000126263,1625
ENSMUST00000139452,736
ENSMUST00000124216,720
ENSMUST00000137677,464
ENSMUST00000175474,67
ENSMUST00000249663,541
ENSMUST00000249664,486
ENSMUST00000337393,808
ENSMUST00000337394,620
ENSMUST00000205277,828
ENSMUST00000337396,538
ENSMUST00000337395,757
ENSMUST00000337397,1085
ENSMUST00000337563,636
ENSMUST00000206929,194
ENSMUST00000205523,195
ENSMUST00000247442,783
ENSMUST00000347012,1859
ENSMUST00000347015,1495
ENSMUST00000347013,1210
ENSMUST00000347014,774
ENSMUST00000347016,621
ENSMUST000000331332,880
ENSMUST00000134144,458
ENSMUST00000129144,160
ENSMUST00000129120,469
ENSMUST00000145739,564
ENSMUST00000147840,373
ENSMUST00000206239,2026
ENSMUST00000141541,449
ENSMUST00000263695,653
ENSMUST00000263696,863
ENSMUST00000263698,690
ENSMUST00000263699,819
ENSMUST00000263697,862
ENSMUST00000263700,666
ENSMUST00000263701,823
ENSMUST00000263704,622
ENSMUST00000263702,679
ENSMUST00000263703,1201
ENSMUST00000106226,4451
ENSMUST00000141079,4266
ENSMUST00000106228,2835
ENSMUST00000133444,953
ENSMUST00000205835,562
ENSMUST00000033135,1580
ENSMUST00000123666,2319
ENSMUST00000141126,1344
ENSMUST00000133089,784
ENSMUST00000152328,560
ENSMUST00000205278,804
ENSMUST00000205774,1808
ENSMUST00000136782,674
ENSMUST00000263894,474
ENSMUST00000263898,1993
ENSMUST00000263895,497
ENSMUST00000206497,685
ENSMUST00000263901,612
ENSMUST00000244952,1027
ENSMUST00000263896,540
ENSMUST00000263897,460
ENSMUST00000263899,410
ENSMUST00000206070,1353
ENSMUST00000263900,380
ENSMUST00020183312,125
ENSMUST00000205319,1247
ENSMUST00000350836,526
ENSMUST00000350835,536
ENSMUST00000350834,541
ENSMUST00000350833,557
ENSMUST00000350830,553
ENSMUST00000350831,438
ENSMUST00000350832,550
ENSMUST00000242865,1006
ENSMUST00000240932,893
ENSMUST00000244197,2163
ENSMUST00000033136,2562
ENSMUST00000206512,612
ENSMUST00000271125,600
ENSMUST00000287869,976
ENSMUST00000205396,1153
ENSMUST00000179317,300
ENSMUST000000980071,1906
ENSMUST000000431383,4734
ENSMUST00000129085,3126
ENSMUST00000148815,684
ENSMUST00000130789,468
ENSMUST00000142075,2939
ENSMUST00000151237,2609
ENSMUST00000202419,559
ENSMUST00000118605,3220
ENSMUST00000256986,795
ENSMUST00000202892,284
ENSMUST00000118475,450
ENSMUST000000575574,4237
ENSMUST00000119081,2347
ENSMUST00000140714,463
ENSMUST00000127807,680
ENSMUST00000146352,614
ENSMUST00000205692,996
ENSMUST00000206159,415
ENSMUST00020182831,102
ENSMUST00000206944,1098
ENSMUST000000429420,4505
ENSMUST00000206504,4604
ENSMUST00000205856,444
ENSMUST00000206986,399
ENSMUST00020182050,118
ENSMUST00000205528,732
ENSMUST00000293971,539
ENSMUST00000293970,1013
ENSMUST00000293969,907
ENSMUST00000293966,711
ENSMUST00000293967,842
ENSMUST00000293968,781
ENSMUST00000293972,352
ENSMUST00000359438,330
ENSMUST00000321835,544
ENSMUST00000206199,686
ENSMUST00000307307,419
ENSMUST00000206489,758
ENSMUST00000323951,639
ENSMUST00000323950,1530
ENSMUST00000094018,1256
ENSMUST00000206551,596
ENSMUST00000206918,271
ENSMUST00000205630,1098
ENSMUST00000205896,714
ENSMUST00000206093,4664
ENSMUST00000278631,1370
ENSMUST00000241824,2085
ENSMUST00000246223,1757
ENSMUST00000278628,1690
ENSMUST00000246168,1474
ENSMUST00000278629,676
ENSMUST00000278630,656
ENSMUST00000084519,4550
ENSMUST00000143422,2780
ENSMUST00000136734,4989
ENSMUST00000148752,3155
ENSMUST00000143849,558
ENSMUST00000149541,5418
ENSMUST00000206442,402
ENSMUST00000140877,2191
ENSMUST00000136560,618
ENSMUST00000291470,1275
ENSMUST00000291469,1027
ENSMUST00000291625,962
ENSMUST00000291623,2089
ENSMUST00000291624,1212
ENSMUST00000283172,380
ENSMUST00000205844,589
ENSMUST00000283173,606
ENSMUST00000206679,624
ENSMUST00000206954,486
ENSMUST00000205836,617
ENSMUST00000283314,545
ENSMUST00000283313,371
ENSMUST00000283315,479
ENSMUST00000374284,987
ENSMUST00000374281,922
ENSMUST00000374283,599
ENSMUST00000374282,535
ENSMUST00000374285,457
ENSMUST00000374090,409
ENSMUST00000374091,318
ENSMUST00000374093,466
ENSMUST00000374092,597
ENSMUST00000264631,826
ENSMUST00000368004,428
ENSMUST00000206447,668
ENSMUST00000369244,1643
ENSMUST00000369243,1553
ENSMUST00000369245,1237
ENSMUST00000345352,616
ENSMUST00000345371,1105
ENSMUST00000345353,1046
ENSMUST00000345350,732
ENSMUST00000345364,909
ENSMUST00000345376,579
ENSMUST00000345365,612
ENSMUST00000345370,1155
ENSMUST00000345355,511
ENSMUST00000345372,648
ENSMUST00000345356,613
ENSMUST00000345357,503
ENSMUST00000345374,338
ENSMUST00000345367,642
ENSMUST00000345366,433
ENSMUST00000206701,1398
ENSMUST00000345358,638
ENSMUST00000345359,638
ENSMUST00000345360,585
ENSMUST00000345361,748
ENSMUST00000345354,878
ENSMUST00000345351,1142
ENSMUST00000345362,1016
ENSMUST00000345363,561
ENSMUST00000345377,313
ENSMUST00000345375,488
ENSMUST00000345369,597
ENSMUST00000345368,1194
ENSMUST00000345373,670
ENSMUST00000083829,110
ENSMUST00000361129,328
ENSMUST00000361130,508
ENSMUST00000361131,531
ENSMUST00000120187,4311
ENSMUST00000124096,2425
ENSMUST00000153166,4429
ENSMUST00000117872,4223
ENSMUST00000130557,790
ENSMUST00000122054,3323
ENSMUST00000136264,957
ENSMUST00000121064,1830
ENSMUST00000117754,1827
ENSMUST00000120715,2130
ENSMUST00000119260,2460
ENSMUST00000117089,2463
ENSMUST00000117691,2469
ENSMUST00000117858,2563
ENSMUST00000120141,2196
ENSMUST00000117357,2118
ENSMUST00000122448,2212
ENSMUST00000118296,2296
ENSMUST00000121080,2218
ENSMUST00000117073,2209
ENSMUST00000129542,719
ENSMUST00000147859,335
ENSMUST00000133806,953
ENSMUST00000148675,656
ENSMUST00000127091,665
ENSMUST00000129103,1265
ENSMUST00000208844,3981
ENSMUST00000283478,658
ENSMUST00000344953,992
ENSMUST00000121836,2325
ENSMUST000000354585,4685
ENSMUST000000331395,4735
ENSMUST00000208116,735
ENSMUST00000207041,758
ENSMUST00000216011,1680
ENSMUST00000178534,1530
ENSMUST00000094017,1938
ENSMUST00000207141,443
ENSMUST00000276026,443
ENSMUST00000207954,1662
ENSMUST00000276173,925
ENSMUST00000276168,1105
ENSMUST00000210214,1298
ENSMUST00000209209,1194
ENSMUST00000276169,1006
ENSMUST00000276170,989
ENSMUST00000190198,1452
ENSMUST00000210838,1305
ENSMUST00000276171,1294
ENSMUST00000276174,728
ENSMUST00000276172,898
ENSMUST00000207402,428
ENSMUST00000212624,1436
ENSMUST00020182942,76
ENSMUST00000247495,133
ENSMUST00000160289,1435
ENSMUST00000162510,895
ENSMUST00000159694,803
ENSMUST00000161470,707
ENSMUST00000207276,2834
ENSMUST00000161076,688
ENSMUST00000161414,370
ENSMUST00000207918,5804
ENSMUST00000215492,5312
ENSMUST00000207789,3146
ENSMUST000000845132,9029
ENSMUST00000208722,3883
ENSMUST000000591454,3906
ENSMUST00000207999,604
ENSMUST00000208882,419
ENSMUST00000208106,766
ENSMUST00000207549,3492
ENSMUST00000209108,3310
ENSMUST00000208743,3878
ENSMUST00000033141,3940
ENSMUST00000208661,2248
ENSMUST00000207282,3464
ENSMUST00000239258,2268
ENSMUST00000207395,2934
ENSMUST00000207376,2557
ENSMUST00000207230,3668
ENSMUST00000351185,744
ENSMUST00000351186,702
ENSMUST00000290857,547
ENSMUST00000290858,449
ENSMUST00000343827,1520
ENSMUST00000343828,635
ENSMUST00000207466,1265
ENSMUST00000208365,367
ENSMUST00000057134,2015
ENSMUST00000339202,528
ENSMUST00000207155,1111
ENSMUST00000048453,3434
ENSMUST00000207219,1987
ENSMUST00000208593,1849
ENSMUST00000146366,1763
ENSMUST00000310700,1879
ENSMUST00000120441,3777
ENSMUST00000148513,2941
ENSMUST00000140153,517
ENSMUST000000751811,2301
ENSMUST00000151119,2397
ENSMUST000000481802,3321
ENSMUST00000154282,153
ENSMUST00000149029,774
ENSMUST00000136963,743
ENSMUST00000146111,726
ENSMUST00000126355,588
ENSMUST00000135359,352
ENSMUST00000198082,68
ENSMUST00000249843,76
ENSMUST00000150717,1572
ENSMUST00000006367,2041
ENSMUST00000153290,1606
ENSMUST00000140741,309
ENSMUST00000150905,582
ENSMUST00000084509,6273
ENSMUST00000213064,5777
ENSMUST00000208860,763
ENSMUST00000208311,6283
ENSMUST00000209015,1868
ENSMUST00000209167,855
ENSMUST00000070980,1826
ENSMUST00000311154,718
ENSMUST00000185969,697
ENSMUST00000311164,324
ENSMUST00000311157,607
ENSMUST00000190866,715
ENSMUST00000186532,740
ENSMUST00000311155,701
ENSMUST00000311156,672
ENSMUST00000311158,627
ENSMUST00000311159,599
ENSMUST00000311166,260
ENSMUST00000311165,287
ENSMUST00000311160,665
ENSMUST00000311170,207
ENSMUST00000311167,247
ENSMUST00000311161,709
ENSMUST00000311162,596
ENSMUST00000311163,651
ENSMUST00000311169,188
ENSMUST00000311168,477
ENSMUST00000050586,2928
ENSMUST00000208921,8578
ENSMUST00000128522,1051
ENSMUST00000239260,132
ENSMUST00000046611,2256
ENSMUST00000188899,680
ENSMUST00000033146,360
ENSMUST00000207439,711
ENSMUST00000207784,600
ENSMUST00000084505,371
ENSMUST000000594381,6773
ENSMUST00000208526,3703
ENSMUST00000207117,5386
ENSMUST00000207354,739
ENSMUST00000207305,418
ENSMUST00000208509,353
ENSMUST00000340960,583
ENSMUST000000756103,1135
ENSMUST00000145114,1116
ENSMUST00000207419,675
ENSMUST00000141914,459
ENSMUST00000207933,543
ENSMUST00000124672,1615
ENSMUST00000128092,602
ENSMUST00000207489,581
ENSMUST00000133284,388
ENSMUST00000148533,447
ENSMUST00000208084,5294
ENSMUST00000207934,434
ENSMUST000000463065,4430
ENSMUST00000121033,2231
ENSMUST00000208966,2470
ENSMUST00000154602,487
ENSMUST00000207243,526
ENSMUST00000128432,714
ENSMUST00000142349,278
ENSMUST00000208700,2278
ENSMUST00000207838,1561
ENSMUST000000158295,6081
ENSMUST00000117518,2466
ENSMUST00000135633,600
ENSMUST00000133277,632
ENSMUST00000151995,429
ENSMUST00000156261,2827
ENSMUST00000136612,273
ENSMUST00000208795,471
ENSMUST00000207205,505
ENSMUST00000207802,394
ENSMUST00000207824,397
ENSMUST00000046093,1457
ENSMUST00000183219,1546
ENSMUST00000051997,3102
ENSMUST00000084502,2218
ENSMUST00000207736,2128
ENSMUST00000208848,832
ENSMUST00000209131,4015
ENSMUST00000207231,678
ENSMUST00000208571,747
ENSMUST00000207442,3414
ENSMUST00000085365,801
ENSMUST00000376875,463
ENSMUST00000207218,452
ENSMUST00000316069,373
ENSMUST00000315780,329
ENSMUST00000315779,365
ENSMUST00000207793,1446
ENSMUST00000208353,368
ENSMUST00000332278,1426
ENSMUST00000332279,1013
ENSMUST00000330921,371
ENSMUST00000253339,393
ENSMUST00000253338,518
ENSMUST00000323964,964
ENSMUST00000208929,192
ENSMUST00000045840,11571
ENSMUST00000209155,402
ENSMUST00000033149,3498
ENSMUST00000150405,707
ENSMUST00000127039,2128
ENSMUST00000136188,450
ENSMUST00000256155,881
ENSMUST00020182175,120
ENSMUST00000256028,404
ENSMUST00000152302,766
ENSMUST00000286513,491
ENSMUST00000286514,573
ENSMUST000000774720,5041
ENSMUST00000080215,4813
ENSMUST00000132508,348
ENSMUST00000207068,1366
ENSMUST00000262434,553
ENSMUST00000208817,2223
ENSMUST00000207036,2628
ENSMUST00000208595,488
ENSMUST00000323957,516
ENSMUST00000207222,575
ENSMUST00000323958,217
ENSMUST00000323956,310
ENSMUST00000207259,443
ENSMUST00000208383,1820
ENSMUST00000333667,418
ENSMUST00000333666,531
ENSMUST00000209135,637
ENSMUST00000359834,755
ENSMUST00000084500,2152
ENSMUST00000211545,335
ENSMUST00000054562,3264
ENSMUST00000138891,541
ENSMUST00000164986,389
ENSMUST00000148931,433
ENSMUST00000148669,455
ENSMUST00000033241,1612
ENSMUST00000106170,999
ENSMUST00000133969,620
ENSMUST00000209903,1590
ENSMUST00000210168,1733
ENSMUST00000130672,497
ENSMUST00000299688,435
ENSMUST00000132849,1581
ENSMUST00000097999,5465
ENSMUST000000653714,5052
ENSMUST00000097998,4341
ENSMUST00000106169,4536
ENSMUST00000106168,3630
ENSMUST00000106166,1270
ENSMUST00000106165,1232
ENSMUST00000134946,516
ENSMUST00000140865,342
ENSMUST00000146460,589
ENSMUST00000148303,347
ENSMUST000000332575,1107
ENSMUST00000120425,573
ENSMUST00000135932,563
ENSMUST00000152410,627
ENSMUST00000141920,470
ENSMUST00000154914,811
ENSMUST00000211468,2526
ENSMUST000000844972,2892
ENSMUST00000210077,1778
ENSMUST00000147786,733
ENSMUST00000106161,1224
ENSMUST00000144225,2620
ENSMUST00000129552,2827
ENSMUST00000134784,515
ENSMUST00000138436,3583
ENSMUST00000211184,555
ENSMUST00000209767,697
ENSMUST00000377363,569
ENSMUST00000180905,793
ENSMUST00000377368,241
ENSMUST00000377367,450
ENSMUST00000377366,372
ENSMUST00000377361,345
ENSMUST00000377364,483
ENSMUST00000377365,382
ENSMUST00000377362,609
ENSMUST00000378239,541
ENSMUST00000209561,485
ENSMUST00000377734,337
ENSMUST00000106157,5008
ENSMUST00000215716,2205
ENSMUST00000210507,1785
ENSMUST00000033265,2210
ENSMUST00000153335,757
ENSMUST00000131085,311
ENSMUST00000165457,3463
ENSMUST00000169570,3604
ENSMUST00000166439,1997
ENSMUST000000332695,2321
ENSMUST00000168958,752
ENSMUST00000172341,920
ENSMUST00000165534,1355
ENSMUST00000166400,1320
ENSMUST00000163601,844
ENSMUST00000171727,803
ENSMUST00000164739,800
ENSMUST00000164896,930
ENSMUST00000167218,659
ENSMUST00000170459,762
ENSMUST00000171882,557
ENSMUST00000155996,308
ENSMUST00000171022,598
ENSMUST00000171968,628
ENSMUST00000168762,622
ENSMUST00000168238,388
ENSMUST00000350270,479
ENSMUST00000350269,570
ENSMUST00000350268,673
ENSMUST00000350271,464
ENSMUST00000350272,408
ENSMUST00000350635,253
ENSMUST00000209529,3738
ENSMUST00000350503,1018
ENSMUST00000350505,1044
ENSMUST00000350504,1443
ENSMUST00000209850,1033
ENSMUST00000301534,957
ENSMUST00000301535,462
ENSMUST00000301536,330
ENSMUST00000301537,439
ENSMUST00000253927,429
ENSMUST00000253925,784
ENSMUST00000253928,528
ENSMUST00000253926,588
ENSMUST00000209700,768
ENSMUST00000253632,510
ENSMUST00000276050,932
ENSMUST00000346402,1160
ENSMUST00000346401,638
ENSMUST00000346400,868
ENSMUST00000346399,754
ENSMUST00000033275,958
ENSMUST00000346580,737
ENSMUST00000345861,930
ENSMUST00000210416,421
ENSMUST00000346581,357
ENSMUST00000346582,604
ENSMUST00000211040,266
ENSMUST00000345862,1895
ENSMUST00000210229,3920
ENSMUST00000185366,571
ENSMUST00000346303,562
ENSMUST00000346304,563
ENSMUST000000511693,5424
ENSMUST00000128901,4380
ENSMUST00000154795,506
ENSMUST00000211072,1902
ENSMUST00000138370,541
ENSMUST00000176661,771
ENSMUST00000137338,588
ENSMUST00000033278,1858
ENSMUST00000131894,2665
ENSMUST00000122136,1599
ENSMUST00000135760,2189
ENSMUST00000106146,1483
ENSMUST000001061450,1644
ENSMUST000000332761,1762
ENSMUST00000144789,598
ENSMUST00000106144,1045
ENSMUST00000209636,323
ENSMUST00000153698,371
ENSMUST00000124759,352
ENSMUST00000151348,512
ENSMUST00000033282,1244
ENSMUST00000157077,804
ENSMUST00000132885,253
ENSMUST00000151711,825
ENSMUST00000140472,520
ENSMUST000000332902,2955
ENSMUST00000140593,2998
ENSMUST00000106139,2233
ENSMUST00000063669,2644
ENSMUST00000136301,698
ENSMUST00000211450,673
ENSMUST00000146211,546
ENSMUST00000149876,558
ENSMUST00000130182,769
ENSMUST00000135989,604
ENSMUST00000120338,456
ENSMUST00000211382,1825
ENSMUST00000335131,804
ENSMUST00000247228,672
ENSMUST00000247400,288
ENSMUST00000335130,1754
ENSMUST00000335132,492
ENSMUST000000653592,2004
ENSMUST00000209511,1392
ENSMUST00000151031,824
ENSMUST00000121560,475
ENSMUST00000211077,515
ENSMUST00000334933,534
ENSMUST00000334932,422
ENSMUST00000334934,574
ENSMUST000000676801,7675
ENSMUST00000138363,3492
ENSMUST00000134504,647
ENSMUST00000127524,630
ENSMUST00000206313,1043
ENSMUST00000206426,1463
ENSMUST00000154144,675
ENSMUST00020182325,123
ENSMUST00000247497,564
ENSMUST00000286959,580
ENSMUST00000286958,657
ENSMUST00000206856,4489
ENSMUST00000351374,426
ENSMUST00000351725,596
ENSMUST00000152709,1897
ENSMUST00000206697,1768
ENSMUST000000940020,2908
ENSMUST00000172947,2559
ENSMUST00000106129,1306
ENSMUST00000206005,2027
ENSMUST00000174700,293
ENSMUST00000238294,941
ENSMUST00000173195,483
ENSMUST00000173754,676
ENSMUST00000174271,458
ENSMUST00000205682,507
ENSMUST00000205334,1555
ENSMUST00000268817,1184
ENSMUST00000268818,1774
ENSMUST00000268819,1063
ENSMUST00000268820,1032
ENSMUST00000268562,772
ENSMUST00000268561,706
ENSMUST00000205452,1323
ENSMUST00000211570,3557
ENSMUST00000211593,2589
ENSMUST00000084488,6807
ENSMUST00000210617,3800
ENSMUST00000210464,2713
ENSMUST00000210121,411
ENSMUST00000337770,460
ENSMUST00000210055,3332
ENSMUST00000171394,2490
ENSMUST00000210826,2396
ENSMUST00000210342,3620
ENSMUST00000211524,1994
ENSMUST00000265516,1490
ENSMUST00000103962,133
ENSMUST00000322398,827
ENSMUST00000322399,485
ENSMUST00000322404,938
ENSMUST00000322400,569
ENSMUST00000322401,476
ENSMUST00000322402,809
ENSMUST00000322403,795
ENSMUST00000322406,771
ENSMUST00000322407,805
ENSMUST00000322405,821
ENSMUST00000187267,1103
ENSMUST00000322408,425
ENSMUST00000322409,903
ENSMUST00000322410,991
ENSMUST00000322415,891
ENSMUST00000322411,1053
ENSMUST00000322414,531
ENSMUST00000322412,935
ENSMUST00000190881,938
ENSMUST00000322416,871
ENSMUST00000322413,822
ENSMUST00000322423,745
ENSMUST00000322420,590
ENSMUST00000322417,710
ENSMUST00000322418,643
ENSMUST00000322424,674
ENSMUST00000322421,634
ENSMUST00000322419,504
ENSMUST00000322422,512
ENSMUST00000322425,318
ENSMUST00000210907,1206
ENSMUST00000210697,1082
ENSMUST00000097983,840
ENSMUST00000210823,877
ENSMUST00000257416,1100
ENSMUST00000257415,1263
ENSMUST00000211181,3204
ENSMUST00000097982,3203
ENSMUST00000060356,2657
