transcript_id,gene_id
ENSMUST00000270483.1,ENSMUSG00000111110.3
ENSMUST00000270481.1,ENSMUSG00000111110.3
ENSMUST00000270491.1,ENSMUSG00000111110.3
ENSMUST00000270484.1,ENSMUSG00000111110.3
ENSMUST00000270485.1,ENSMUSG00000111110.3
ENSMUST00000216660.2,ENSMUSG00000111110.3
ENSMUST00000270494.1,ENSMUSG00000111110.3
ENSMUST00000270487.1,ENSMUSG00000111110.3
ENSMUST00000270489.1,ENSMUSG00000111110.3
ENSMUST00000270488.1,ENSMUSG00000111110.3
ENSMUST00000270486.1,ENSMUSG00000111110.3
ENSMUST00000270490.1,ENSMUSG00000111110.3
ENSMUST00000270498.1,ENSMUSG00000111110.3
ENSMUST00000270492.1,ENSMUSG00000111110.3
ENSMUST00000270497.1,ENSMUSG00000111110.3
ENSMUST00000215241.2,ENSMUSG00000111110.3
ENSMUST00000270493.1,ENSMUSG00000111110.3
ENSMUST00000216439.2,ENSMUSG00000111110.3
ENSMUST00000270495.1,ENSMUSG00000111110.3
ENSMUST00000270496.1,ENSMUSG00000111110.3
ENSMUST00000363761.1,ENSMUSG00000141207.1
ENSMUST00000277471.1,ENSMUSG00000126642.1
ENSMUST00000305336.1,ENSMUSG00000131334.1
ENSMUST00000305337.1,ENSMUSG00000131334.1
ENSMUST00000305341.1,ENSMUSG00000131334.1
ENSMUST00000305340.1,ENSMUSG00000131334.1
ENSMUST00000305339.1,ENSMUSG00000131334.1
ENSMUST00000305338.1,ENSMUSG00000131334.1
ENSMUST00000359019.1,ENSMUSG00000140317.1
ENSMUST00000359020.1,ENSMUSG00000140317.1
ENSMUST00000359021.1,ENSMUSG00000140317.1
ENSMUST00000359186.1,ENSMUSG00000140358.1
ENSMUST00000333400.1,ENSMUSG00000110988.3
ENSMUST00000215154.2,ENSMUSG00000110988.3
ENSMUST00000214500.2,ENSMUSG00000110988.3
ENSMUST00000333399.1,ENSMUSG00000110988.3
ENSMUST00000215431.3,ENSMUSG00000111334.3
ENSMUST00000308161.1,ENSMUSG00000111334.3
ENSMUST00000308162.1,ENSMUSG00000111334.3
ENSMUST00000308160.1,ENSMUSG00000111334.3
ENSMUST00000214692.2,ENSMUSG00000111334.3
ENSMUST00000308423.1,ENSMUSG00000111334.3
ENSMUST00000308427.1,ENSMUSG00000111334.3
ENSMUST00000308425.1,ENSMUSG00000111334.3
ENSMUST00000215497.3,ENSMUSG00000111334.3
ENSMUST00000308426.1,ENSMUSG00000111334.3
ENSMUST00000308435.1,ENSMUSG00000111334.3
ENSMUST00000216983.3,ENSMUSG00000111334.3
ENSMUST00000308430.1,ENSMUSG00000111334.3
ENSMUST00000308431.1,ENSMUSG00000111334.3
ENSMUST00000308429.1,ENSMUSG00000111334.3
ENSMUST00000308439.1,ENSMUSG00000111334.3
ENSMUST00000308444.1,ENSMUSG00000111334.3
ENSMUST00000308433.1,ENSMUSG00000111334.3
ENSMUST00000308428.1,ENSMUSG00000111334.3
ENSMUST00000308437.1,ENSMUSG00000111334.3
ENSMUST00000308465.1,ENSMUSG00000111334.3
ENSMUST00000308451.1,ENSMUSG00000111334.3
ENSMUST00000308450.1,ENSMUSG00000111334.3
ENSMUST00000308449.1,ENSMUSG00000111334.3
ENSMUST00000308448.1,ENSMUSG00000111334.3
ENSMUST00000308445.1,ENSMUSG00000111334.3
ENSMUST00000308446.1,ENSMUSG00000111334.3
ENSMUST00000308447.1,ENSMUSG00000111334.3
ENSMUST00000308440.1,ENSMUSG00000111334.3
ENSMUST00000308441.1,ENSMUSG00000111334.3
ENSMUST00000308442.1,ENSMUSG00000111334.3
ENSMUST00000308443.1,ENSMUSG00000111334.3
ENSMUST00000308438.1,ENSMUSG00000111334.3
ENSMUST00000308432.1,ENSMUSG00000111334.3
ENSMUST00000308434.1,ENSMUSG00000111334.3
ENSMUST00000308436.1,ENSMUSG00000111334.3
ENSMUST00000308424.1,ENSMUSG00000111334.3
ENSMUST00000216604.2,ENSMUSG00000111334.3
ENSMUST00000308452.1,ENSMUSG00000111334.3
ENSMUST00000308453.1,ENSMUSG00000111334.3
ENSMUST00000308466.1,ENSMUSG00000111334.3
ENSMUST00000216455.3,ENSMUSG00000111334.3
ENSMUST00000308460.1,ENSMUSG00000111334.3
ENSMUST00000308459.1,ENSMUSG00000111334.3
ENSMUST00000308455.1,ENSMUSG00000111334.3
ENSMUST00000308454.1,ENSMUSG00000111334.3
ENSMUST00000308458.1,ENSMUSG00000111334.3
ENSMUST00000308463.1,ENSMUSG00000111334.3
ENSMUST00000308457.1,ENSMUSG00000111334.3
ENSMUST00000308456.1,ENSMUSG00000111334.3
ENSMUST00000308464.1,ENSMUSG00000111334.3
ENSMUST00000308461.1,ENSMUSG00000111334.3
ENSMUST00000308462.1,ENSMUSG00000111334.3
ENSMUST00000217551.2,ENSMUSG00000111334.3
ENSMUST00000213726.2,ENSMUSG00000111334.3
ENSMUST00000216789.2,ENSMUSG00000110808.2
ENSMUST00000308735.1,ENSMUSG00000131853.1
ENSMUST00000309275.1,ENSMUSG00000131930.1
ENSMUST00000213140.2,ENSMUSG00000111129.2
ENSMUST00000308918.1,ENSMUSG00000131892.1
ENSMUST00000308920.1,ENSMUSG00000131892.1
ENSMUST00000308919.1,ENSMUSG00000131892.1
ENSMUST00000308925.1,ENSMUSG00000131892.1
ENSMUST00000308921.1,ENSMUSG00000131892.1
ENSMUST00000308922.1,ENSMUSG00000131892.1
ENSMUST00000308923.1,ENSMUSG00000131892.1
ENSMUST00000308928.1,ENSMUSG00000131892.1
ENSMUST00000308924.1,ENSMUSG00000131892.1
ENSMUST00000308926.1,ENSMUSG00000131892.1
ENSMUST00000308927.1,ENSMUSG00000131892.1
ENSMUST00000308931.1,ENSMUSG00000131892.1
ENSMUST00000308929.1,ENSMUSG00000131892.1
ENSMUST00000308930.1,ENSMUSG00000131892.1
ENSMUST00000034510.9,ENSMUSG00000032012.10
ENSMUST00000239313.2,ENSMUSG00000032012.10
ENSMUST00000216893.2,ENSMUSG00000032012.10
ENSMUST00000216905.2,ENSMUSG00000032012.10
ENSMUST00000180221.3,ENSMUSG00000032012.10
ENSMUST00000251393.1,ENSMUSG00000122217.1
ENSMUST00000251394.1,ENSMUSG00000122217.1
ENSMUST00000307162.1,ENSMUSG00000131681.1
ENSMUST00000307163.1,ENSMUSG00000131681.1
ENSMUST00000324287.1,ENSMUSG00000111229.3
ENSMUST00000324288.1,ENSMUSG00000111229.3
ENSMUST00000324289.1,ENSMUSG00000111229.3
ENSMUST00000215774.2,ENSMUSG00000111229.3
ENSMUST00000324292.1,ENSMUSG00000111229.3
ENSMUST00000324296.1,ENSMUSG00000111229.3
ENSMUST00000324297.1,ENSMUSG00000111229.3
ENSMUST00000324299.1,ENSMUSG00000111229.3
ENSMUST00000324294.1,ENSMUSG00000111229.3
ENSMUST00000324293.1,ENSMUSG00000111229.3
ENSMUST00000324481.1,ENSMUSG00000111229.3
ENSMUST00000324290.1,ENSMUSG00000111229.3
ENSMUST00000324295.1,ENSMUSG00000111229.3
ENSMUST00000324298.1,ENSMUSG00000111229.3
ENSMUST00000324482.1,ENSMUSG00000111229.3
ENSMUST00000324488.1,ENSMUSG00000111229.3
ENSMUST00000324489.1,ENSMUSG00000111229.3
ENSMUST00000324487.1,ENSMUSG00000111229.3
ENSMUST00000324486.1,ENSMUSG00000111229.3
ENSMUST00000324485.1,ENSMUSG00000111229.3
ENSMUST00000324484.1,ENSMUSG00000111229.3
ENSMUST00000324483.1,ENSMUSG00000111229.3
ENSMUST00000324480.1,ENSMUSG00000111229.3
ENSMUST00000217507.2,ENSMUSG00000111229.3
ENSMUST00000215913.3,ENSMUSG00000111229.3
ENSMUST00000324291.1,ENSMUSG00000111229.3
ENSMUST00000324300.1,ENSMUSG00000111229.3
ENSMUST00000157419.3,ENSMUSG00000088044.3
ENSMUST00000214985.2,ENSMUSG00000111637.2
ENSMUST00000217357.2,ENSMUSG00000111283.2
ENSMUST00000214440.2,ENSMUSG00000111283.2
ENSMUST00000215430.2,ENSMUSG00000111283.2
ENSMUST00000214791.2,ENSMUSG00000110815.2
ENSMUST00000324984.1,ENSMUSG00000134494.1
ENSMUST00000114840.2,ENSMUSG00000032011.6
ENSMUST00000215156.2,ENSMUSG00000032011.6
ENSMUST00000213632.2,ENSMUSG00000032011.6
ENSMUST00000215809.2,ENSMUSG00000032011.6
ENSMUST00000214627.2,ENSMUSG00000032011.6
ENSMUST00000213733.2,ENSMUSG00000032011.6
ENSMUST00000162126.8,ENSMUSG00000111409.2
ENSMUST00000185479.2,ENSMUSG00000111409.2
ENSMUST00000216448.3,ENSMUSG00000111415.3
ENSMUST00000034508.14,ENSMUSG00000032010.16
ENSMUST00000177054.8,ENSMUSG00000032010.16
ENSMUST00000114830.9,ENSMUSG00000032010.16
ENSMUST00000176671.2,ENSMUSG00000032010.16
ENSMUST00000065461.9,ENSMUSG00000032010.16
ENSMUST00000176416.8,ENSMUSG00000032010.16
ENSMUST00000175816.2,ENSMUSG00000032010.16
ENSMUST00000177422.8,ENSMUSG00000032010.16
ENSMUST00000176022.2,ENSMUSG00000032010.16
ENSMUST00000065379.5,ENSMUSG00000053128.16
ENSMUST00000160985.2,ENSMUSG00000053128.16
ENSMUST00000162196.3,ENSMUSG00000053128.16
ENSMUST00000056328.6,ENSMUSG00000053128.16
ENSMUST00000216511.2,ENSMUSG00000053128.16
ENSMUST00000215685.2,ENSMUSG00000053128.16
ENSMUST00000034654.9,ENSMUSG00000034739.18
ENSMUST00000161703.8,ENSMUSG00000034739.18
ENSMUST00000206308.2,ENSMUSG00000034739.18
ENSMUST00000161381.8,ENSMUSG00000034739.18
ENSMUST00000205282.2,ENSMUSG00000034739.18
ENSMUST00000206722.2,ENSMUSG00000034739.18
ENSMUST00000114816.8,ENSMUSG00000079592.10
ENSMUST00000114821.9,ENSMUSG00000079592.10
ENSMUST00000114818.9,ENSMUSG00000079592.10
ENSMUST00000152956.8,ENSMUSG00000079592.10
ENSMUST00000114815.3,ENSMUSG00000079592.10
ENSMUST00000206295.2,ENSMUSG00000079592.10
ENSMUST00000206769.2,ENSMUSG00000079592.10
ENSMUST00000205500.2,ENSMUSG00000079592.10
ENSMUST00000174014.3,ENSMUSG00000092258.3
ENSMUST00000216960.2,ENSMUSG00000111632.2
ENSMUST00000334430.1,ENSMUSG00000097467.4
ENSMUST00000181106.3,ENSMUSG00000097467.4
ENSMUST00000213646.3,ENSMUSG00000097467.4
ENSMUST00000180670.4,ENSMUSG00000097617.5
ENSMUST00000311081.1,ENSMUSG00000097617.5
ENSMUST00000311099.1,ENSMUSG00000097617.5
ENSMUST00000311097.1,ENSMUSG00000097617.5
ENSMUST00000311093.1,ENSMUSG00000097617.5
ENSMUST00000311092.1,ENSMUSG00000097617.5
ENSMUST00000311080.1,ENSMUSG00000097617.5
ENSMUST00000311079.1,ENSMUSG00000097617.5
ENSMUST00000311100.1,ENSMUSG00000097617.5
ENSMUST00000311086.1,ENSMUSG00000097617.5
ENSMUST00000311087.1,ENSMUSG00000097617.5
ENSMUST00000311085.1,ENSMUSG00000097617.5
ENSMUST00000311083.1,ENSMUSG00000097617.5
ENSMUST00000311084.1,ENSMUSG00000097617.5
ENSMUST00000311082.1,ENSMUSG00000097617.5
ENSMUST00000311090.1,ENSMUSG00000097617.5
ENSMUST00000311096.1,ENSMUSG00000097617.5
ENSMUST00000311095.1,ENSMUSG00000097617.5
ENSMUST00000311094.1,ENSMUSG00000097617.5
ENSMUST00000311089.1,ENSMUSG00000097617.5
ENSMUST00000311078.1,ENSMUSG00000097617.5
ENSMUST00000311091.1,ENSMUSG00000097617.5
ENSMUST00000311088.1,ENSMUSG00000097617.5
ENSMUST00000311098.1,ENSMUSG00000097617.5
ENSMUST00000311102.1,ENSMUSG00000097617.5
ENSMUST00000311101.1,ENSMUSG00000097617.5
ENSMUST00000242369.1,ENSMUSG00000097617.5
ENSMUST00000149241.8,ENSMUSG00000032135.16
ENSMUST00000034650.15,ENSMUSG00000032135.16
ENSMUST00000098852.3,ENSMUSG00000032135.16
ENSMUST00000216002.2,ENSMUSG00000032135.16
ENSMUST00000147836.2,ENSMUSG00000032135.16
ENSMUST00000132490.2,ENSMUSG00000032135.16
ENSMUST00000206720.2,ENSMUSG00000034342.10
ENSMUST00000206147.2,ENSMUSG00000034342.10
ENSMUST00000206163.2,ENSMUSG00000034342.10
ENSMUST00000037644.8,ENSMUSG00000034342.10
ENSMUST00000205968.2,ENSMUSG00000034342.10
ENSMUST00000206258.2,ENSMUSG00000034342.10
ENSMUST00000206125.2,ENSMUSG00000034342.10
ENSMUST00000205313.2,ENSMUSG00000034342.10
ENSMUST00000206540.2,ENSMUSG00000034342.10
ENSMUST00000206629.2,ENSMUSG00000034342.10
ENSMUST00000205755.2,ENSMUSG00000034342.10
ENSMUST00000214603.2,ENSMUSG00000110972.2
ENSMUST00000214044.2,ENSMUSG00000110966.2
ENSMUST00000325610.1,ENSMUSG00000134609.1
ENSMUST00000325602.1,ENSMUSG00000134609.1
ENSMUST00000325603.1,ENSMUSG00000134609.1
ENSMUST00000325607.1,ENSMUSG00000134609.1
ENSMUST00000325605.1,ENSMUSG00000134609.1
ENSMUST00000325608.1,ENSMUSG00000134609.1
ENSMUST00000325606.1,ENSMUSG00000134609.1
ENSMUST00000325604.1,ENSMUSG00000134609.1
ENSMUST00000325609.1,ENSMUSG00000134609.1
ENSMUST00000216995.2,ENSMUSG00000070306.4
ENSMUST00000092426.5,ENSMUSG00000070306.4
ENSMUST00000217221.2,ENSMUSG00000070306.4
ENSMUST00000213891.2,ENSMUSG00000070306.4
ENSMUST00000217510.2,ENSMUSG00000070306.4
ENSMUST00000216632.2,ENSMUSG00000070306.4
ENSMUST00000215554.2,ENSMUSG00000070306.4
ENSMUST00000215711.2,ENSMUSG00000070306.4
ENSMUST00000216047.2,ENSMUSG00000070306.4
ENSMUST00000034618.6,ENSMUSG00000032105.6
ENSMUST00000213186.2,ENSMUSG00000032105.6
ENSMUST00000326345.1,ENSMUSG00000134699.1
ENSMUST00000034621.16,ENSMUSG00000032109.16
ENSMUST00000169651.3,ENSMUSG00000032109.16
ENSMUST00000168499.9,ENSMUSG00000032109.16
ENSMUST00000213764.2,ENSMUSG00000032109.16
ENSMUST00000217465.2,ENSMUSG00000032109.16
ENSMUST00000213803.2,ENSMUSG00000032109.16
ENSMUST00000215389.2,ENSMUSG00000111685.2
ENSMUST00000159385.8,ENSMUSG00000032131.17
ENSMUST00000034648.16,ENSMUSG00000032131.17
ENSMUST00000161354.9,ENSMUSG00000032131.17
ENSMUST00000085979.11,ENSMUSG00000032131.17
ENSMUST00000162783.8,ENSMUSG00000032131.17
ENSMUST00000160323.8,ENSMUSG00000032131.17
ENSMUST00000159997.2,ENSMUSG00000032131.17
ENSMUST00000161206.2,ENSMUSG00000032131.17
ENSMUST00000161408.2,ENSMUSG00000032131.17
ENSMUST00000160384.2,ENSMUSG00000032131.17
ENSMUST00000217413.2,ENSMUSG00000111291.2
ENSMUST00000216508.2,ENSMUSG00000032119.6
ENSMUST00000215637.2,ENSMUSG00000032119.6
ENSMUST00000034629.6,ENSMUSG00000032119.6
ENSMUST00000215665.2,ENSMUSG00000032119.6
ENSMUST00000217137.2,ENSMUSG00000032119.6
ENSMUST00000217205.2,ENSMUSG00000032119.6
ENSMUST00000214660.2,ENSMUSG00000032119.6
ENSMUST00000217605.2,ENSMUSG00000032119.6
ENSMUST00000065080.10,ENSMUSG00000032120.12
ENSMUST00000216222.2,ENSMUSG00000032120.12
ENSMUST00000213160.2,ENSMUSG00000032120.12
ENSMUST00000213689.2,ENSMUSG00000032120.12
ENSMUST00000213298.2,ENSMUSG00000032120.12
ENSMUST00000214602.2,ENSMUSG00000032120.12
ENSMUST00000216855.2,ENSMUSG00000032120.12
ENSMUST00000214915.2,ENSMUSG00000032120.12
ENSMUST00000213818.2,ENSMUSG00000032120.12
ENSMUST00000303073.1,ENSMUSG00000130955.1
ENSMUST00000215248.2,ENSMUSG00000032123.6
ENSMUST00000216327.2,ENSMUSG00000032123.6
ENSMUST00000213461.2,ENSMUSG00000032123.6
ENSMUST00000054708.5,ENSMUSG00000032123.6
ENSMUST00000215050.2,ENSMUSG00000032123.6
ENSMUST00000217225.2,ENSMUSG00000032123.6
ENSMUST00000213709.3,ENSMUSG00000110740.3
ENSMUST00000052686.4,ENSMUSG00000049932.4
ENSMUST00020182688.1,ENSMUSG00002075808.1
ENSMUST00000077353.15,ENSMUSG00000032126.17
ENSMUST00000097558.5,ENSMUSG00000032126.17
ENSMUST00000216658.2,ENSMUSG00000032126.17
ENSMUST00000215859.2,ENSMUSG00000032126.17
ENSMUST00000214967.2,ENSMUSG00000032126.17
ENSMUST00000214012.2,ENSMUSG00000032126.17
ENSMUST00000216852.2,ENSMUSG00000032126.17
ENSMUST00000215934.2,ENSMUSG00000032126.17
ENSMUST00000215091.2,ENSMUSG00000032126.17
ENSMUST00000034644.10,ENSMUSG00000032127.10
ENSMUST00000214510.2,ENSMUSG00000032127.10
ENSMUST00000216089.2,ENSMUSG00000032127.10
ENSMUST00000213249.2,ENSMUSG00000032127.10
ENSMUST00000213740.2,ENSMUSG00000032127.10
ENSMUST00000214460.2,ENSMUSG00000032127.10
ENSMUST00000360641.1,ENSMUSG00000140650.1
ENSMUST00020182930.1,ENSMUSG00002075510.1
ENSMUST00000360425.1,ENSMUSG00000140606.1
ENSMUST00000360427.1,ENSMUSG00000140606.1
ENSMUST00000360428.1,ENSMUSG00000140606.1
ENSMUST00000360426.1,ENSMUSG00000140606.1
ENSMUST00000360429.1,ENSMUSG00000140606.1
ENSMUST00000360431.1,ENSMUSG00000140606.1
ENSMUST00000360430.1,ENSMUSG00000140606.1
ENSMUST00000360434.1,ENSMUSG00000140606.1
ENSMUST00000360433.1,ENSMUSG00000140606.1
ENSMUST00000360432.1,ENSMUSG00000140606.1
ENSMUST00000360435.1,ENSMUSG00000140606.1
ENSMUST00000075585.5,ENSMUSG00000060467.5
ENSMUST00000217460.3,ENSMUSG00000111088.3
ENSMUST00000066601.13,ENSMUSG00000032115.15
ENSMUST00000162560.8,ENSMUSG00000032115.15
ENSMUST00000161537.8,ENSMUSG00000032115.15
ENSMUST00000161318.8,ENSMUSG00000032115.15
ENSMUST00000217019.2,ENSMUSG00000032115.15
ENSMUST00000160112.2,ENSMUSG00000032115.15
ENSMUST00000160902.8,ENSMUSG00000032115.15
ENSMUST00000159473.2,ENSMUSG00000032115.15
ENSMUST00000161147.2,ENSMUSG00000032115.15
ENSMUST00000157773.3,ENSMUSG00000088398.3
ENSMUST00000215420.2,ENSMUSG00000032114.10
ENSMUST00000215121.2,ENSMUSG00000032114.10
ENSMUST00000213388.2,ENSMUSG00000032114.10
ENSMUST00000165839.3,ENSMUSG00000032114.10
ENSMUST00000215001.2,ENSMUSG00000032114.10
ENSMUST00000213268.2,ENSMUSG00000032114.10
ENSMUST00000213626.2,ENSMUSG00000032114.10
ENSMUST00000184353.3,ENSMUSG00000099309.3
ENSMUST00000213747.2,ENSMUSG00000032112.11
ENSMUST00000034623.8,ENSMUSG00000032112.11
ENSMUST00000217163.2,ENSMUSG00000032112.11
ENSMUST00000217084.2,ENSMUSG00000032112.11
ENSMUST00000215072.2,ENSMUSG00000032112.11
ENSMUST00000215731.2,ENSMUSG00000032112.11
ENSMUST00000217224.2,ENSMUSG00000032112.11
ENSMUST00000080300.9,ENSMUSG00000009927.10
ENSMUST00000213116.2,ENSMUSG00000009927.10
ENSMUST00000216076.2,ENSMUSG00000009927.10
ENSMUST00000216867.2,ENSMUSG00000009927.10
ENSMUST00000217231.2,ENSMUSG00000009927.10
ENSMUST00000215610.2,ENSMUSG00000009927.10
ENSMUST00000217620.2,ENSMUSG00000009927.10
ENSMUST00000053286.9,ENSMUSG00000043923.9
ENSMUST00000215402.2,ENSMUSG00000043923.9
ENSMUST00000214370.2,ENSMUSG00000043923.9
ENSMUST00000216134.2,ENSMUSG00000043923.9
ENSMUST00000214494.2,ENSMUSG00000043923.9
ENSMUST00000214702.2,ENSMUSG00000043923.9
ENSMUST00000215111.2,ENSMUSG00000043923.9
ENSMUST00000213813.2,ENSMUSG00000043923.9
ENSMUST00000217351.2,ENSMUSG00000043923.9
ENSMUST00000214748.2,ENSMUSG00000043923.9
ENSMUST00000217270.2,ENSMUSG00000043923.9
ENSMUST00000216572.2,ENSMUSG00000043923.9
ENSMUST00000213494.2,ENSMUSG00000111849.2
ENSMUST00000215375.3,ENSMUSG00000074397.6
ENSMUST00000098837.3,ENSMUSG00000074397.6
ENSMUST00000215980.2,ENSMUSG00000074397.6
ENSMUST00000047740.4,ENSMUSG00000041523.4
ENSMUST00000080911.3,ENSMUSG00000060380.5
ENSMUST00000332958.1,ENSMUSG00000060380.5
ENSMUST00000332959.1,ENSMUSG00000060380.5
ENSMUST00000332960.1,ENSMUSG00000060380.5
ENSMUST00000332986.1,ENSMUSG00000060380.5
ENSMUST00000332965.1,ENSMUSG00000060380.5
ENSMUST00000332964.1,ENSMUSG00000060380.5
ENSMUST00000332966.1,ENSMUSG00000060380.5
ENSMUST00000332961.1,ENSMUSG00000060380.5
ENSMUST00000213746.2,ENSMUSG00000060380.5
ENSMUST00000332968.1,ENSMUSG00000060380.5
ENSMUST00000217463.2,ENSMUSG00000060380.5
ENSMUST00000332967.1,ENSMUSG00000060380.5
ENSMUST00000332962.1,ENSMUSG00000060380.5
ENSMUST00000332963.1,ENSMUSG00000060380.5
ENSMUST00000332970.1,ENSMUSG00000060380.5
ENSMUST00000332972.1,ENSMUSG00000060380.5
ENSMUST00000332969.1,ENSMUSG00000060380.5
ENSMUST00000332973.1,ENSMUSG00000060380.5
ENSMUST00000332985.1,ENSMUSG00000060380.5
ENSMUST00000332974.1,ENSMUSG00000060380.5
ENSMUST00000136322.3,ENSMUSG00000060380.5
ENSMUST00000332975.1,ENSMUSG00000060380.5
ENSMUST00000332976.1,ENSMUSG00000060380.5
ENSMUST00000332977.1,ENSMUSG00000060380.5
ENSMUST00000332978.1,ENSMUSG00000060380.5
ENSMUST00000332979.1,ENSMUSG00000060380.5
ENSMUST00000332980.1,ENSMUSG00000060380.5
ENSMUST00000332981.1,ENSMUSG00000060380.5
ENSMUST00000332982.1,ENSMUSG00000060380.5
ENSMUST00000332983.1,ENSMUSG00000060380.5
ENSMUST00000332984.1,ENSMUSG00000060380.5
ENSMUST00000178509.3,ENSMUSG00000094437.3
ENSMUST00000333403.1,ENSMUSG00000135997.1
ENSMUST00000158168.4,ENSMUSG00000088793.4
ENSMUST00000216321.3,ENSMUSG00000110980.4
ENSMUST00000333240.1,ENSMUSG00000110980.4
ENSMUST00000333241.1,ENSMUSG00000110980.4
ENSMUST00000333239.1,ENSMUSG00000110980.4
ENSMUST00000215551.2,ENSMUSG00000111312.2
ENSMUST00000220303.2,ENSMUSG00000063382.7
ENSMUST00000217898.2,ENSMUSG00000063382.7
ENSMUST00000218183.2,ENSMUSG00000063382.7
ENSMUST00000220292.2,ENSMUSG00000063382.7
ENSMUST00000074989.7,ENSMUSG00000063382.7
ENSMUST00000218913.2,ENSMUSG00000063382.7
ENSMUST00000215293.2,ENSMUSG00000047880.16
ENSMUST00000062215.8,ENSMUSG00000047880.16
ENSMUST00000179828.8,ENSMUSG00000047880.16
ENSMUST00000215661.2,ENSMUSG00000047880.16
ENSMUST00000213357.2,ENSMUSG00000047880.16
ENSMUST00000245423.2,ENSMUSG00000120724.2
ENSMUST00000214422.2,ENSMUSG00000111378.2
ENSMUST00000215946.2,ENSMUSG00000111378.2
ENSMUST00000217329.2,ENSMUSG00000110721.2
ENSMUST00000216193.2,ENSMUSG00000111656.2
ENSMUST00000241103.2,ENSMUSG00000120036.2
ENSMUST00000170489.2,ENSMUSG00000032097.11
ENSMUST00000217034.2,ENSMUSG00000032097.11
ENSMUST00000213697.2,ENSMUSG00000032097.11
ENSMUST00000214898.2,ENSMUSG00000111301.2
ENSMUST00000215131.2,ENSMUSG00000111264.2
ENSMUST00000217540.2,ENSMUSG00000111030.2
ENSMUST00000308766.1,ENSMUSG00000110755.4
ENSMUST00000217474.3,ENSMUSG00000110755.4
ENSMUST00000244401.2,ENSMUSG00000110755.4
ENSMUST00000213859.3,ENSMUSG00000110755.4
ENSMUST00000308768.1,ENSMUSG00000110755.4
ENSMUST00000216987.3,ENSMUSG00000110755.4
ENSMUST00000246254.1,ENSMUSG00000110755.4
ENSMUST00000308767.1,ENSMUSG00000110755.4
ENSMUST00000214694.2,ENSMUSG00000111060.2
ENSMUST00000213963.2,ENSMUSG00000111326.2
ENSMUST00000034609.11,ENSMUSG00000032098.14
ENSMUST00000139389.8,ENSMUSG00000032098.14
ENSMUST00000071219.12,ENSMUSG00000032098.14
ENSMUST00000150822.2,ENSMUSG00000032098.14
ENSMUST00000147495.8,ENSMUSG00000048537.17
ENSMUST00000144251.8,ENSMUSG00000048537.17
ENSMUST00000156918.8,ENSMUSG00000048537.17
ENSMUST00000128326.8,ENSMUSG00000048537.17
ENSMUST00000138356.8,ENSMUSG00000048537.17
ENSMUST00000034611.15,ENSMUSG00000048537.17
ENSMUST00000135436.8,ENSMUSG00000048537.17
ENSMUST00000148344.8,ENSMUSG00000048537.17
ENSMUST00000134465.8,ENSMUSG00000048537.17
ENSMUST00000129806.2,ENSMUSG00000048537.17
ENSMUST00000133312.2,ENSMUSG00000048537.17
ENSMUST00000123310.8,ENSMUSG00000048537.17
ENSMUST00000154723.3,ENSMUSG00000048537.17
ENSMUST00000123123.2,ENSMUSG00000048537.17
ENSMUST00000123406.8,ENSMUSG00000048537.17
ENSMUST00000148929.2,ENSMUSG00000048537.17
ENSMUST00000126818.8,ENSMUSG00000048537.17
ENSMUST00000123003.2,ENSMUSG00000048537.17
ENSMUST00000309727.1,ENSMUSG00000132016.1
ENSMUST00000214717.2,ENSMUSG00000111280.2
ENSMUST00000309542.1,ENSMUSG00000131972.1
ENSMUST00000082724.3,ENSMUSG00000064658.3
ENSMUST00000309291.1,ENSMUSG00000131932.1
ENSMUST00000034607.10,ENSMUSG00000032096.17
ENSMUST00000217194.2,ENSMUSG00000032096.17
ENSMUST00000150160.8,ENSMUSG00000032096.17
ENSMUST00000125164.2,ENSMUSG00000032096.17
ENSMUST00000217199.2,ENSMUSG00000032096.17
ENSMUST00000215140.2,ENSMUSG00000032096.17
ENSMUST00000217425.2,ENSMUSG00000111345.2
ENSMUST00000154090.8,ENSMUSG00000002031.14
ENSMUST00000002099.11,ENSMUSG00000002031.14
ENSMUST00000128150.8,ENSMUSG00000002031.14
ENSMUST00000239014.2,ENSMUSG00000002031.14
ENSMUST00000143654.8,ENSMUSG00000002031.14
ENSMUST00000124534.8,ENSMUSG00000002031.14
ENSMUST00000214854.3,ENSMUSG00000002031.14
ENSMUST00000125877.8,ENSMUSG00000002031.14
ENSMUST00000238800.2,ENSMUSG00000002031.14
ENSMUST00000147559.8,ENSMUSG00000002031.14
ENSMUST00000151905.8,ENSMUSG00000002031.14
ENSMUST00000118186.2,ENSMUSG00000002031.14
ENSMUST00000133167.2,ENSMUSG00000002031.14
ENSMUST00000142586.2,ENSMUSG00000002031.14
ENSMUST00000149020.3,ENSMUSG00000002031.14
ENSMUST00000213203.2,ENSMUSG00000002032.18
ENSMUST00000114705.9,ENSMUSG00000002032.18
ENSMUST00000132020.2,ENSMUSG00000002032.18
ENSMUST00000002100.8,ENSMUSG00000002032.18
ENSMUST00000214833.2,ENSMUSG00000002032.18
ENSMUST00000213972.2,ENSMUSG00000002032.18
ENSMUST00000213363.2,ENSMUSG00000002032.18
ENSMUST00000214431.2,ENSMUSG00000002032.18
ENSMUST00000214931.3,ENSMUSG00000110750.3
ENSMUST00000315545.1,ENSMUSG00000110750.3
